slug,startAt,discoveredAt,discovery_lead_seconds,outcome,yesTouched,noTouched,yesFirstTouchAt,noFirstTouchAt,pnl_per_share,yes_actual_ask,no_actual_ask,actual_touch_pnl_per_share,beijing_day,beijing_hour,time_block
btc-updown-5m-1783277700,2026-07-05 18:55:00+00:00,2026-07-05 18:45:03.549000+00:00,596.451,paired,True,True,2026-07-05T18:55:18.822Z,2026-07-05T18:59:28.953Z,0.42,0.29,0.29,0.42,2026-07-06,2,00-04
btc-updown-5m-1783278000,2026-07-05 19:00:00+00:00,2026-07-05 18:50:03.572000+00:00,596.428,paired,True,True,2026-07-05T19:01:02.392Z,2026-07-05T19:03:08.708Z,0.42,0.29,0.29,0.42,2026-07-06,2,00-04
btc-updown-5m-1783278300,2026-07-05 19:05:00+00:00,2026-07-05 18:55:03.608000+00:00,596.392,paired,True,True,2026-07-05T19:06:09.711Z,2026-07-05T19:09:52.334Z,0.42,0.29,0.29,0.42,2026-07-06,3,00-04
btc-updown-5m-1783278600,2026-07-05 19:10:00+00:00,2026-07-05 19:00:04.018000+00:00,595.982,single,False,True,,2026-07-05T19:12:56.321Z,-0.29,,0.29,-0.29,2026-07-06,3,00-04
btc-updown-5m-1783278900,2026-07-05 19:15:00+00:00,2026-07-05 19:05:04.020000+00:00,595.98,paired,True,True,2026-07-05T19:18:54.682Z,2026-07-05T19:15:22.342Z,0.42,0.28,0.29,0.43,2026-07-06,3,00-04
btc-updown-5m-1783279200,2026-07-05 19:20:00+00:00,2026-07-05 19:10:04.015000+00:00,595.985,single,True,False,2026-07-05T19:20:44.399Z,,-0.29,0.29,,-0.29,2026-07-06,3,00-04
btc-updown-5m-1783279500,2026-07-05 19:25:00+00:00,2026-07-05 19:15:04.520000+00:00,595.48,paired,True,True,2026-07-05T19:25:38.323Z,2026-07-05T19:29:05.520Z,0.42,0.23,0.25,0.52,2026-07-06,3,00-04
btc-updown-5m-1783279800,2026-07-05 19:30:00+00:00,2026-07-05 19:20:04.159000+00:00,595.841,single,False,True,,2026-07-05T19:32:11.640Z,-0.29,,0.29,-0.29,2026-07-06,3,00-04
btc-updown-5m-1783280100,2026-07-05 19:35:00+00:00,2026-07-05 19:25:04.183000+00:00,595.817,single,True,False,2026-07-05T19:39:06.357Z,,-0.29,0.29,,-0.29,2026-07-06,3,00-04
btc-updown-5m-1783280400,2026-07-05 19:40:00+00:00,2026-07-05 19:30:04.226000+00:00,595.774,paired,True,True,2026-07-05T19:41:44.788Z,2026-07-05T19:44:58.593Z,0.42,0.29,0.29,0.42,2026-07-06,3,00-04
btc-updown-5m-1783280700,2026-07-05 19:45:00+00:00,2026-07-05 19:35:04.281000+00:00,595.719,paired,True,True,2026-07-05T19:49:20.123Z,2026-07-05T19:47:30.566Z,0.42,0.28,0.25,0.47,2026-07-06,3,00-04
btc-updown-5m-1783281000,2026-07-05 19:50:00+00:00,2026-07-05 19:40:04.219000+00:00,595.781,paired,True,True,2026-07-05T19:52:50.287Z,2026-07-05T19:54:10.552Z,0.42,0.29,0.28,0.42999999999999994,2026-07-06,3,00-04
btc-updown-5m-1783281300,2026-07-05 19:55:00+00:00,2026-07-05 19:45:04.192000+00:00,595.808,single,True,False,2026-07-05T19:59:31.211Z,,-0.29,0.27,,-0.27,2026-07-06,3,00-04
btc-updown-5m-1783281600,2026-07-05 20:00:00+00:00,2026-07-05 19:50:04.212000+00:00,595.788,paired,True,True,2026-07-05T20:04:53.868Z,2026-07-05T20:00:45.177Z,0.42,0.28,0.29,0.43,2026-07-06,3,00-04
btc-updown-5m-1783281900,2026-07-05 20:05:00+00:00,2026-07-05 19:55:04.238000+00:00,595.762,single,False,True,,2026-07-05T20:06:37.064Z,-0.29,,0.29,-0.29,2026-07-06,4,04-08
btc-updown-5m-1783282200,2026-07-05 20:10:00+00:00,2026-07-05 20:00:04.210000+00:00,595.79,single,False,True,,2026-07-05T20:13:51.497Z,-0.29,,0.29,-0.29,2026-07-06,4,04-08
btc-updown-5m-1783282500,2026-07-05 20:15:00+00:00,2026-07-05 20:05:04.266000+00:00,595.734,single,True,False,2026-07-05T20:18:01.415Z,,-0.29,0.29,,-0.29,2026-07-06,4,04-08
btc-updown-5m-1783282800,2026-07-05 20:20:00+00:00,2026-07-05 20:10:04.290000+00:00,595.71,single,False,True,,2026-07-05T20:20:34.247Z,-0.29,,0.28,-0.28,2026-07-06,4,04-08
btc-updown-5m-1783283100,2026-07-05 20:25:00+00:00,2026-07-05 20:15:04.290000+00:00,595.71,single,True,False,2026-07-05T20:26:14.448Z,,-0.29,0.29,,-0.29,2026-07-06,4,04-08
btc-updown-5m-1783283400,2026-07-05 20:30:00+00:00,2026-07-05 20:20:04.226000+00:00,595.774,none,False,False,,,0.0,,,0.0,2026-07-06,4,04-08
btc-updown-5m-1783283700,2026-07-05 20:35:00+00:00,2026-07-05 20:25:04.264000+00:00,595.736,none,False,False,,,0.0,,,0.0,2026-07-06,4,04-08
btc-updown-5m-1783284000,2026-07-05 20:40:00+00:00,2026-07-05 20:30:04.296000+00:00,595.704,none,False,False,,,0.0,,,0.0,2026-07-06,4,04-08
btc-updown-5m-1783284300,2026-07-05 20:45:00+00:00,2026-07-05 20:35:04.286000+00:00,595.714,none,False,False,,,0.0,,,0.0,2026-07-06,4,04-08
btc-updown-5m-1783284600,2026-07-05 20:50:00+00:00,2026-07-05 20:40:04.326000+00:00,595.674,paired,True,True,2026-07-05T20:54:40.483Z,2026-07-05T20:53:06.357Z,0.42,0.26,0.29,0.45,2026-07-06,4,04-08
btc-updown-5m-1783284900,2026-07-05 20:55:00+00:00,2026-07-05 20:45:04.299000+00:00,595.701,paired,True,True,2026-07-05T20:59:44.089Z,2026-07-05T20:56:38.745Z,0.42,0.26,0.29,0.45,2026-07-06,4,04-08
btc-updown-5m-1783285200,2026-07-05 21:00:00+00:00,2026-07-05 20:50:04.407000+00:00,595.593,single,True,False,2026-07-05T21:01:07.940Z,,-0.29,0.27,,-0.27,2026-07-06,4,04-08
btc-updown-5m-1783285500,2026-07-05 21:05:00+00:00,2026-07-05 20:55:04.588000+00:00,595.412,single,True,False,2026-07-05T21:06:18.857Z,,-0.29,0.29,,-0.29,2026-07-06,5,04-08
btc-updown-5m-1783285800,2026-07-05 21:10:00+00:00,2026-07-05 21:00:05.051000+00:00,594.949,single,False,True,,2026-07-05T21:10:12.084Z,-0.29,,0.29,-0.29,2026-07-06,5,04-08
btc-updown-5m-1783286100,2026-07-05 21:15:00+00:00,2026-07-05 21:05:05.015000+00:00,594.985,single,False,True,,2026-07-05T21:17:38.391Z,-0.29,,0.29,-0.29,2026-07-06,5,04-08
btc-updown-5m-1783286400,2026-07-05 21:20:00+00:00,2026-07-05 21:10:05.790000+00:00,594.21,paired,True,True,2026-07-05T21:20:10.898Z,2026-07-05T21:23:33.287Z,0.42,0.29,0.26,0.44999999999999996,2026-07-06,5,04-08
btc-updown-5m-1783286700,2026-07-05 21:25:00+00:00,2026-07-05 21:15:05.733000+00:00,594.267,none,False,False,,,0.0,,,0.0,2026-07-06,5,04-08
btc-updown-5m-1783287000,2026-07-05 21:30:00+00:00,2026-07-05 21:20:05.813000+00:00,594.187,paired,True,True,2026-07-05T21:34:38.179Z,2026-07-05T21:33:10.085Z,0.42,0.29,0.21,0.5,2026-07-06,5,04-08
btc-updown-5m-1783287300,2026-07-05 21:35:00+00:00,2026-07-05 21:25:05.935000+00:00,594.065,paired,True,True,2026-07-05T21:39:37.446Z,2026-07-05T21:36:39.413Z,0.42,0.29,0.29,0.42,2026-07-06,5,04-08
btc-updown-5m-1783287600,2026-07-05 21:40:00+00:00,2026-07-05 21:30:05.842000+00:00,594.158,single,False,True,,2026-07-05T21:40:59.135Z,-0.29,,0.29,-0.29,2026-07-06,5,04-08
btc-updown-5m-1783287900,2026-07-05 21:45:00+00:00,2026-07-05 21:35:06.059000+00:00,593.941,none,False,False,,,0.0,,,0.0,2026-07-06,5,04-08
btc-updown-5m-1783288200,2026-07-05 21:50:00+00:00,2026-07-05 21:40:05.919000+00:00,594.081,none,False,False,,,0.0,,,0.0,2026-07-06,5,04-08
btc-updown-5m-1783288500,2026-07-05 21:55:00+00:00,2026-07-05 21:45:05.884000+00:00,594.116,single,False,True,,2026-07-05T21:57:16.296Z,-0.29,,0.06,-0.06,2026-07-06,5,04-08
btc-updown-5m-1783288800,2026-07-05 22:00:00+00:00,2026-07-05 21:50:05.917000+00:00,594.083,paired,True,True,2026-07-05T22:00:13.305Z,2026-07-05T22:03:10.977Z,0.42,0.28,0.29,0.43,2026-07-06,5,04-08
btc-updown-5m-1783289100,2026-07-05 22:05:00+00:00,2026-07-05 21:55:05.895000+00:00,594.105,paired,True,True,2026-07-05T22:08:05.895Z,2026-07-05T22:06:03.387Z,0.42,0.29,0.29,0.42,2026-07-06,6,04-08
btc-updown-5m-1783289400,2026-07-05 22:10:00+00:00,2026-07-05 22:00:10.135000+00:00,589.865,single,False,True,,2026-07-05T22:10:51.671Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783289700,2026-07-05 22:15:00+00:00,2026-07-05 22:05:07.311000+00:00,592.689,single,False,True,,2026-07-05T22:16:44.051Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783290000,2026-07-05 22:20:00+00:00,2026-07-05 22:10:07.339000+00:00,592.661,single,False,True,,2026-07-05T22:20:42.625Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783290300,2026-07-05 22:25:00+00:00,2026-07-05 22:15:07.674000+00:00,592.326,single,False,True,,2026-07-05T22:28:27.786Z,-0.29,,0.25,-0.25,2026-07-06,6,04-08
btc-updown-5m-1783290600,2026-07-05 22:30:00+00:00,2026-07-05 22:20:07.318000+00:00,592.682,paired,True,True,2026-07-05T22:33:24.618Z,2026-07-05T22:30:31.941Z,0.42,0.29,0.29,0.42,2026-07-06,6,04-08
btc-updown-5m-1783290900,2026-07-05 22:35:00+00:00,2026-07-05 22:25:07.256000+00:00,592.744,paired,True,True,2026-07-05T22:35:19.396Z,2026-07-05T22:36:40.899Z,0.42,0.29,0.26,0.44999999999999996,2026-07-06,6,04-08
btc-updown-5m-1783291200,2026-07-05 22:40:00+00:00,2026-07-05 22:30:09.380000+00:00,590.62,single,True,False,2026-07-05T22:40:15.817Z,,-0.29,0.28,,-0.28,2026-07-06,6,04-08
btc-updown-5m-1783291500,2026-07-05 22:45:00+00:00,2026-07-05 22:35:07.912000+00:00,592.088,single,False,True,,2026-07-05T22:45:40.673Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783291800,2026-07-05 22:50:00+00:00,2026-07-05 22:40:08.056000+00:00,591.944,single,False,True,,2026-07-05T22:53:14.976Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783292100,2026-07-05 22:55:00+00:00,2026-07-05 22:45:08.110000+00:00,591.89,paired,True,True,2026-07-05T22:57:13.574Z,2026-07-05T22:58:05.280Z,0.42,0.29,0.29,0.42,2026-07-06,6,04-08
btc-updown-5m-1783292400,2026-07-05 23:00:00+00:00,2026-07-05 22:50:08.368000+00:00,591.632,single,False,True,,2026-07-05T23:02:03.745Z,-0.29,,0.29,-0.29,2026-07-06,6,04-08
btc-updown-5m-1783292700,2026-07-05 23:05:00+00:00,2026-07-05 22:55:08.123000+00:00,591.877,single,True,False,2026-07-05T23:07:29.357Z,,-0.29,0.24,,-0.24,2026-07-06,7,04-08
btc-updown-5m-1783293000,2026-07-05 23:10:00+00:00,2026-07-05 23:00:08.563000+00:00,591.437,single,False,True,,2026-07-05T23:11:05.041Z,-0.29,,0.29,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783293300,2026-07-05 23:15:00+00:00,2026-07-05 23:05:08.547000+00:00,591.453,single,True,False,2026-07-05T23:15:22.993Z,,-0.29,0.29,,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783293600,2026-07-05 23:20:00+00:00,2026-07-05 23:10:12.837000+00:00,587.163,none,False,False,,,0.0,,,0.0,2026-07-06,7,04-08
btc-updown-5m-1783293900,2026-07-05 23:25:00+00:00,2026-07-05 23:15:10.251000+00:00,589.749,paired,True,True,2026-07-05T23:29:39.662Z,2026-07-05T23:27:55.337Z,0.42,0.28,0.29,0.43,2026-07-06,7,04-08
btc-updown-5m-1783294200,2026-07-05 23:30:00+00:00,2026-07-05 23:20:09.889000+00:00,590.111,paired,True,True,2026-07-05T23:32:14.063Z,2026-07-05T23:31:28.971Z,0.42,0.29,0.29,0.42,2026-07-06,7,04-08
btc-updown-5m-1783294500,2026-07-05 23:35:00+00:00,2026-07-05 23:25:09.900000+00:00,590.1,single,False,True,,2026-07-05T23:37:38.370Z,-0.29,,0.29,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783294800,2026-07-05 23:40:00+00:00,2026-07-05 23:30:09.924000+00:00,590.076,single,False,True,,2026-07-05T23:41:21.063Z,-0.29,,0.29,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783295100,2026-07-05 23:45:00+00:00,2026-07-05 23:35:09.866000+00:00,590.134,single,True,False,2026-07-05T23:45:12.085Z,,-0.29,0.29,,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783295400,2026-07-05 23:50:00+00:00,2026-07-05 23:40:09.967000+00:00,590.033,paired,True,True,2026-07-05T23:52:42.496Z,2026-07-05T23:50:59.652Z,0.42,0.29,0.29,0.42,2026-07-06,7,04-08
btc-updown-5m-1783295700,2026-07-05 23:55:00+00:00,2026-07-05 23:45:10.283000+00:00,589.717,single,False,True,,2026-07-05T23:58:01.743Z,-0.29,,0.29,-0.29,2026-07-06,7,04-08
btc-updown-5m-1783296000,2026-07-06 00:00:00+00:00,2026-07-05 23:50:10.298000+00:00,589.702,paired,True,True,2026-07-06T00:00:53.913Z,2026-07-06T00:04:11.913Z,0.42,0.29,0.29,0.42,2026-07-06,7,04-08
btc-updown-5m-1783296300,2026-07-06 00:05:00+00:00,2026-07-05 23:55:10.370000+00:00,589.63,single,True,False,2026-07-06T00:05:30.426Z,,-0.29,0.29,,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783296600,2026-07-06 00:10:00+00:00,2026-07-06 00:00:10.099000+00:00,589.901,paired,True,True,2026-07-06T00:10:21.081Z,2026-07-06T00:14:58.598Z,0.42,0.27,0.29,0.44,2026-07-06,8,08-12
btc-updown-5m-1783296900,2026-07-06 00:15:00+00:00,2026-07-06 00:05:10.198000+00:00,589.802,paired,True,True,2026-07-06T00:19:34.567Z,2026-07-06T00:15:15.432Z,0.42,0.29,0.29,0.42,2026-07-06,8,08-12
btc-updown-5m-1783297200,2026-07-06 00:20:00+00:00,2026-07-06 00:10:11.873000+00:00,588.127,paired,True,True,2026-07-06T00:22:42.735Z,2026-07-06T00:21:57.086Z,0.42,0.29,0.27,0.43999999999999995,2026-07-06,8,08-12
btc-updown-5m-1783297500,2026-07-06 00:25:00+00:00,2026-07-06 00:15:11.271000+00:00,588.729,paired,True,True,2026-07-06T00:28:35.984Z,2026-07-06T00:25:14.236Z,0.42,0.28,0.29,0.43,2026-07-06,8,08-12
btc-updown-5m-1783297800,2026-07-06 00:30:00+00:00,2026-07-06 00:20:11.236000+00:00,588.764,paired,True,True,2026-07-06T00:30:16.909Z,2026-07-06T00:30:57.966Z,0.42,0.29,0.29,0.42,2026-07-06,8,08-12
btc-updown-5m-1783298100,2026-07-06 00:35:00+00:00,2026-07-06 00:25:11.382000+00:00,588.618,single,False,True,,2026-07-06T00:37:34.655Z,-0.29,,0.29,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783298400,2026-07-06 00:40:00+00:00,2026-07-06 00:30:13.968000+00:00,586.032,single,False,True,,2026-07-06T00:40:48.346Z,-0.29,,0.29,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783298700,2026-07-06 00:45:00+00:00,2026-07-06 00:35:11.669000+00:00,588.331,single,False,True,,2026-07-06T00:45:10.570Z,-0.29,,0.29,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783299000,2026-07-06 00:50:00+00:00,2026-07-06 00:40:11.672000+00:00,588.328,none,False,False,,,0.0,,,0.0,2026-07-06,8,08-12
btc-updown-5m-1783299300,2026-07-06 00:55:00+00:00,2026-07-06 00:45:12.134000+00:00,587.866,single,False,True,,2026-07-06T00:56:20.214Z,-0.29,,0.29,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783299600,2026-07-06 01:00:00+00:00,2026-07-06 00:50:12.030000+00:00,587.97,single,True,False,2026-07-06T01:00:32.386Z,,-0.29,0.29,,-0.29,2026-07-06,8,08-12
btc-updown-5m-1783299900,2026-07-06 01:05:00+00:00,2026-07-06 00:55:12.018000+00:00,587.982,none,False,False,,,0.0,,,0.0,2026-07-06,9,08-12
btc-updown-5m-1783300200,2026-07-06 01:10:00+00:00,2026-07-06 01:00:12.161000+00:00,587.839,single,True,False,2026-07-06T01:12:22.544Z,,-0.29,0.14,,-0.14,2026-07-06,9,08-12
btc-updown-5m-1783300500,2026-07-06 01:15:00+00:00,2026-07-06 01:05:12.097000+00:00,587.903,paired,True,True,2026-07-06T01:18:22.425Z,2026-07-06T01:17:04.719Z,0.42,0.29,0.29,0.42,2026-07-06,9,08-12
btc-updown-5m-1783300800,2026-07-06 01:20:00+00:00,2026-07-06 01:10:12.163000+00:00,587.837,single,True,False,2026-07-06T01:22:17.208Z,,-0.29,0.29,,-0.29,2026-07-06,9,08-12
btc-updown-5m-1783301100,2026-07-06 01:25:00+00:00,2026-07-06 01:15:12.415000+00:00,587.585,paired,True,True,2026-07-06T01:25:16.655Z,2026-07-06T01:29:17.179Z,0.42,0.29,0.29,0.42,2026-07-06,9,08-12
btc-updown-5m-1783301400,2026-07-06 01:30:00+00:00,2026-07-06 01:20:13.058000+00:00,586.942,paired,True,True,2026-07-06T01:30:25.031Z,2026-07-06T01:31:45.869Z,0.42,0.29,0.29,0.42,2026-07-06,9,08-12
btc-updown-5m-1783301700,2026-07-06 01:35:00+00:00,2026-07-06 01:25:13.106000+00:00,586.894,single,True,False,2026-07-06T01:35:48.791Z,,-0.29,0.29,,-0.29,2026-07-06,9,08-12
btc-updown-5m-1783302000,2026-07-06 01:40:00+00:00,2026-07-06 01:30:13.295000+00:00,586.705,single,True,False,2026-07-06T01:42:10.551Z,,-0.29,0.29,,-0.29,2026-07-06,9,08-12
btc-updown-5m-1783302300,2026-07-06 01:45:00+00:00,2026-07-06 01:35:12.825000+00:00,587.175,single,True,False,2026-07-06T01:45:11.511Z,,-0.29,0.29,,-0.29,2026-07-06,9,08-12
btc-updown-5m-1783302600,2026-07-06 01:50:00+00:00,2026-07-06 01:40:12.872000+00:00,587.128,single,True,False,2026-07-06T01:52:34.555Z,,-0.29,0.29,,-0.29,2026-07-06,9,08-12
btc-updown-5m-1783302900,2026-07-06 01:55:00+00:00,2026-07-06 01:45:12.986000+00:00,587.014,paired,True,True,2026-07-06T01:55:18.916Z,2026-07-06T01:57:19.280Z,0.42,0.29,0.29,0.42,2026-07-06,9,08-12
btc-updown-5m-1783303200,2026-07-06 02:00:00+00:00,2026-07-06 01:50:12.845000+00:00,587.155,single,False,True,,2026-07-06T02:03:51.099Z,-0.29,,0.25,-0.25,2026-07-06,9,08-12
btc-updown-5m-1783303500,2026-07-06 02:05:00+00:00,2026-07-06 01:55:13.619000+00:00,586.381,single,True,False,2026-07-06T02:09:09.526Z,,-0.29,0.29,,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783303800,2026-07-06 02:10:00+00:00,2026-07-06 02:00:20.451000+00:00,579.549,single,True,False,2026-07-06T02:11:11.681Z,,-0.29,0.29,,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783304100,2026-07-06 02:15:00+00:00,2026-07-06 02:05:20.926000+00:00,579.074,single,False,True,,2026-07-06T02:16:53.036Z,-0.29,,0.28,-0.28,2026-07-06,10,08-12
btc-updown-5m-1783304400,2026-07-06 02:20:00+00:00,2026-07-06 02:10:09.231000+00:00,590.769,single,False,True,,2026-07-06T02:20:24.267Z,-0.29,,0.29,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783304700,2026-07-06 02:25:00+00:00,2026-07-06 02:15:09.238000+00:00,590.762,single,True,False,2026-07-06T02:26:32.144Z,,-0.29,0.29,,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783305000,2026-07-06 02:30:00+00:00,2026-07-06 02:20:09.273000+00:00,590.727,paired,True,True,2026-07-06T02:34:05.482Z,2026-07-06T02:31:44.483Z,0.42,0.28,0.25,0.47,2026-07-06,10,08-12
btc-updown-5m-1783305300,2026-07-06 02:35:00+00:00,2026-07-06 02:25:09.306000+00:00,590.694,paired,True,True,2026-07-06T02:39:58.946Z,2026-07-06T02:37:07.998Z,0.42,0.24,0.29,0.47000000000000003,2026-07-06,10,08-12
btc-updown-5m-1783305600,2026-07-06 02:40:00+00:00,2026-07-06 02:30:09.296000+00:00,590.704,single,True,False,2026-07-06T02:40:09.848Z,,-0.29,0.29,,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783305900,2026-07-06 02:45:00+00:00,2026-07-06 02:35:09.236000+00:00,590.764,single,False,True,,2026-07-06T02:45:17.339Z,-0.29,,0.29,-0.29,2026-07-06,10,08-12
btc-updown-5m-1783306200,2026-07-06 02:50:00+00:00,2026-07-06 02:40:09.419000+00:00,590.581,paired,True,True,2026-07-06T02:51:04.739Z,2026-07-06T02:54:28.296Z,0.42,0.27,0.29,0.44,2026-07-06,10,08-12
btc-updown-5m-1783306500,2026-07-06 02:55:00+00:00,2026-07-06 02:45:09.281000+00:00,590.719,paired,True,True,2026-07-06T02:56:47.240Z,2026-07-06T02:59:00.783Z,0.42,0.29,0.29,0.42,2026-07-06,10,08-12
btc-updown-5m-1783306800,2026-07-06 03:00:00+00:00,2026-07-06 02:50:09.249000+00:00,590.751,single,False,True,,2026-07-06T03:02:53.987Z,-0.29,,0.26,-0.26,2026-07-06,10,08-12
btc-updown-5m-1783307100,2026-07-06 03:05:00+00:00,2026-07-06 02:55:09.291000+00:00,590.709,single,True,False,2026-07-06T03:06:08.160Z,,-0.29,0.29,,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783307400,2026-07-06 03:10:00+00:00,2026-07-06 03:00:09.264000+00:00,590.736,single,True,False,2026-07-06T03:14:37.336Z,,-0.29,0.27,0.29,0.44,2026-07-06,11,08-12
btc-updown-5m-1783307700,2026-07-06 03:15:00+00:00,2026-07-06 03:05:09.286000+00:00,590.714,paired,True,True,2026-07-06T03:15:20.650Z,2026-07-06T03:17:31.869Z,0.42,0.29,0.29,0.42,2026-07-06,11,08-12
btc-updown-5m-1783308000,2026-07-06 03:20:00+00:00,2026-07-06 03:10:09.545000+00:00,590.455,single,True,False,2026-07-06T03:21:15.729Z,,-0.29,0.29,,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783308300,2026-07-06 03:25:00+00:00,2026-07-06 03:15:07.205000+00:00,592.795,single,True,False,2026-07-06T03:27:59.813Z,,-0.29,0.28,,-0.28,2026-07-06,11,08-12
btc-updown-5m-1783308600,2026-07-06 03:30:00+00:00,2026-07-06 03:20:07.249000+00:00,592.751,single,True,False,2026-07-06T03:32:00.920Z,,-0.29,0.25,,-0.25,2026-07-06,11,08-12
btc-updown-5m-1783308900,2026-07-06 03:35:00+00:00,2026-07-06 03:25:07.255000+00:00,592.745,single,False,True,,2026-07-06T03:35:28.641Z,-0.29,,0.29,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783309200,2026-07-06 03:40:00+00:00,2026-07-06 03:30:29.707000+00:00,570.293,single,True,False,2026-07-06T03:42:41.374Z,,-0.29,0.28,,-0.28,2026-07-06,11,08-12
btc-updown-5m-1783309500,2026-07-06 03:45:00+00:00,2026-07-06 03:35:04.537000+00:00,595.463,single,False,True,,2026-07-06T03:45:52.655Z,-0.29,,0.29,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783309800,2026-07-06 03:50:00+00:00,2026-07-06 03:40:02.230000+00:00,597.77,paired,True,True,2026-07-06T03:50:14.488Z,2026-07-06T03:54:40.461Z,0.42,0.29,0.29,0.42,2026-07-06,11,08-12
btc-updown-5m-1783310100,2026-07-06 03:55:00+00:00,2026-07-06 03:45:02.422000+00:00,597.578,single,False,True,,2026-07-06T03:57:15.667Z,-0.29,,0.29,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783310400,2026-07-06 04:00:00+00:00,2026-07-06 03:50:04.006000+00:00,595.994,single,False,True,,2026-07-06T04:01:47.989Z,-0.29,,0.29,-0.29,2026-07-06,11,08-12
btc-updown-5m-1783310700,2026-07-06 04:05:00+00:00,2026-07-06 03:55:04.976000+00:00,595.024,single,True,False,2026-07-06T04:09:28.941Z,,-0.29,0.29,,-0.29,2026-07-06,12,12-16
btc-updown-5m-1783311000,2026-07-06 04:10:00+00:00,2026-07-06 04:00:12.116000+00:00,587.884,single,False,True,,2026-07-06T04:10:36.315Z,-0.29,,0.29,-0.29,2026-07-06,12,12-16
btc-updown-5m-1783311300,2026-07-06 04:15:00+00:00,2026-07-06 04:05:06.189000+00:00,593.811,single,True,False,2026-07-06T04:16:12.679Z,,-0.29,0.29,,-0.29,2026-07-06,12,12-16
btc-updown-5m-1783311600,2026-07-06 04:20:00+00:00,2026-07-06 04:10:28.625000+00:00,571.375,single,True,False,2026-07-06T04:24:56.973Z,,-0.29,0.28,0.29,0.43,2026-07-06,12,12-16
btc-updown-5m-1783311900,2026-07-06 04:25:00+00:00,2026-07-06 04:15:28.722000+00:00,571.278,single,True,False,2026-07-06T04:25:32.905Z,,-0.29,0.29,,-0.29,2026-07-06,12,12-16
btc-updown-5m-1783312200,2026-07-06 04:30:00+00:00,2026-07-06 04:20:31.333000+00:00,568.667,paired,True,True,2026-07-06T04:32:09.733Z,2026-07-06T04:31:10.414Z,0.42,0.29,0.29,0.42,2026-07-06,12,12-16
btc-updown-5m-1783312500,2026-07-06 04:35:00+00:00,2026-07-06 04:25:26.734000+00:00,573.266,single,False,True,,2026-07-06T04:37:01.806Z,-0.29,,0.23,-0.23,2026-07-06,12,12-16
btc-updown-5m-1783312800,2026-07-06 04:40:00+00:00,2026-07-06 04:30:26.739000+00:00,573.261,paired,True,True,2026-07-06T04:43:50.748Z,2026-07-06T04:41:21.270Z,0.42,0.29,0.29,0.42,2026-07-06,12,12-16
btc-updown-5m-1783313100,2026-07-06 04:45:00+00:00,2026-07-06 04:35:27.785000+00:00,572.215,paired,True,True,2026-07-06T04:47:40.719Z,2026-07-06T04:48:44.820Z,0.42,0.29,0.28,0.42999999999999994,2026-07-06,12,12-16
btc-updown-5m-1783313400,2026-07-06 04:50:00+00:00,2026-07-06 04:40:27.732000+00:00,572.268,none,False,False,,,0.0,,,0.0,2026-07-06,12,12-16
btc-updown-5m-1783313700,2026-07-06 04:55:00+00:00,2026-07-06 04:45:27.766000+00:00,572.234,none,False,False,,,0.0,,,0.0,2026-07-06,12,12-16
btc-updown-5m-1783314000,2026-07-06 05:00:00+00:00,2026-07-06 04:50:27.731000+00:00,572.269,single,True,False,2026-07-06T05:00:29.241Z,,-0.29,0.29,,-0.29,2026-07-06,12,12-16
btc-updown-5m-1783314300,2026-07-06 05:05:00+00:00,2026-07-06 04:55:27.883000+00:00,572.117,paired,True,True,2026-07-06T05:08:12.564Z,2026-07-06T05:06:52.934Z,0.42,0.27,0.29,0.44,2026-07-06,13,12-16
btc-updown-5m-1783314600,2026-07-06 05:10:00+00:00,2026-07-06 05:00:30.591000+00:00,569.409,single,False,True,,2026-07-06T05:10:34.164Z,-0.29,,0.29,-0.29,2026-07-06,13,12-16
